1,0,"Poslovni cilj definiran od Uprave, odobren od Nadzornog Odbora.",Company cilj,2020-12-31,1,2020-09-17 12:22:09.307000,
618,2,Kvaliteta i brzina u izvještavanju prihoda od najma i zakupa za sva društva,Izvještaji za interna tijela ,2020-12-31,1,,
619,2,Naplata od 1.7.-31.12.2020,Timski cilj,2020-12-31,1,,
620,2,Postotak uspješno sklopljenih sporazuma/nagodbi s klijentima,Timski cilj,2020-12-31,1,,
621,2,"Pohaðanje do 10 field visita sa asset mangereom u cilju traženja dodatnih elemenata koje mogu koristiti u sudskim postupcima, kao i pregovorima s klijentima uz ostavljanje ekstenzivnog komentara u Arotronu",Osobni cilj,2020-12-31,1,,
622,2,Održavanje edukacije za odjel za upravljenje imovinom na temu izravne pogodbe u steèaju i ovrsi,Osobni cilj,2020-10-31,2,,
623,2,"Pokretanje pravnih postupaka na svim kolateralima gdje istih nema u predmetima u Priority 1,2,3 (pokretanje postupka podrazumjeva slanje prijedlog za ovrhu na sud/kod j.b)",Osobni cilj,2020-12-31,1,,
624,2,"
Recovered amount from 01.07.-31.12.2020. for Retail Secured Team
",Recovered amount in MKN,2020-12-31,1,,
625,2," Percentage of successfully concluded and realized / in realization agreements with debtors, guarantors and pledge debtors
",Successful agreements,2020-12-31,1,,
626,2,Cilj obuhvaæa izradu te prezetaciju Case study-a zakljuèno sa 31/12/2020,Case study,2020-12-31,1,,
627,2,"Cilj obuhvaæa osobni obilazak nekretnine/suda za predmete u Priority 1 (Field visit: gdje posljednjih 6 mjeseci nije obavljen isti ili je obavljen od strane drugog CM-a/LM-
- u sluèaju nepovoljne situacije uzrokovane virusom COVID-19, revizija KPI-a nakon 3 mjeseca",Field visit/Court visit_VOL1,2020-12-31,2,,
628,2,"Cilj obuhvaæa:
pokretanje pravnih postupaka na svim kolateralima gdje istih nema u predmetima u Priority 1,2,3 (pokretanje postupka podrazumjeva slanje prijedlog za ovrhu na sud/kod j.b)","Pokretanje pravnih postupaka u Priority 1,2,3",2020-12-31,2,,
629,2,"Prikupljanje dokumentacije, organiziranje termina preuzimanja/primopredaje, utvrðivanje stanja i rezgled odjekta, ispunjavanje primopredajnog zapisnika, uvoðenje FM-a na objekt i popratne primarne radnje vezane uz promjenu brava i sl.",Preuzimanje i primopredaja nekretnine,2020-12-31,1,,
630,2,Prikupljanje i analiza (provjera)kompletnih režijskih troškova. Izrada tablice prefaktura po kljuèu odreðenim ugovorom o zakupu.,Prefakture troškova (SOLARIS) ,2020-12-31,1,,
631,2,Ishoðenje ponuda i provjera radnih naloga zatraženih od strane FM-a. Ishoðeno odobrenje istih.,Provjera i odobravanje radnih naloga,2020-12-31,1,,
632,2,Analiza i praæenje troškova s ciljem optimizacije istih ( režijski troškovi i izvanredni troškovi - hitne intervencije),Optimizacija troškova,2020-12-31,1,,
633,2,Praæenje dinamike naruèenih radova ,Monitoring radova,2020-12-31,2,,
634,2,Ovladavanje upravljanja raèunima kroz DMS i korištenje AroTRON-a ,Upravljanje raèunima (DMS) i korištenje AroTRON-a (REO),2020-12-31,1,,
635,2,"Obilazak nekretnine / suda za predmete u Priority 1 ili 2 (ako su svi u 1 pokriveni), provjera stanja nekretnina na terenu, traženje dodatnih elemenata koji se mogu koristiti u sudskim postupcima; opširan report u Arotronu o nalazu. U sluèaju nepovoljne situacije zbog COVID-19 krize, revizija KPI nakon 31.10.2020",Field visit,2020-12-31,1,,
636,2,"pokretanje pravnih postupaka na svim kolateralima gdje istih nema u predmetima u Priority 1,2,3 (pokretanje postupka podrazumjeva slanje prijedlog za ovrhu na sud/kod j.b)","Pokretanje pravnih postupaka u Priority 1,2,3",2020-12-31,1,,
637,2,"Cilj obuhvaæa osobni obilazak nekretnine/suda za predmete u Priority 1 (Field visit: gdje posljednjih 6 mjeseci nije obavljen isti ili je obavljen od strane drugog CM-a/LM-
- u sluèaju nepovoljne situacije uzrokovane virusom COVID-19, revizija KPI-a nakon 3 mjeseca",Field visit/Court visit_VOL1,2020-12-31,2,,
638,2,Cilj obuhvaæa izradu te prezetaciju Case study-a zakljuèno sa 31/12/2020,Case study,2020-12-31,2,,
639,2,Cilj obuhvaca izradu te prezetaciju Case study-a zakljucno sa 31/12/2020,Case study,2020-12-31,2,,
640,2,Cilj obuhvaca objavu prodaje potraživanja na web stranici B2 Nekretnine za predmete iz Priority 1 (ak je nedovoljan broj grupa u Priority 1 uzeti Priority 2 pa 3),Oglašavanje prodaje potraživanja na B2 Nekretnine,2020-12-31,1,,
641,2,Cilj obuhvaca osobni razvoj te svladavanje vještina vodenja i upravljanja ljudima,Vještine vodenja i upravljanja ljudima,2020-12-31,2,,
642,2,Ukupan broj promise-a i postotak ostvarenih uplata,Individualni cilj,2020-12-31,1,,
643,2,Ukupna naplata,Individualni cilj,2020-12-31,1,,
644,2,"Broj uplata iznad 1.000,00 HRK",Individualni cilj,2020-12-31,1,,
645,2,"E-mail korespodencija- angažiranost u procesima, potrebno poboljšati uèinkovitost u procesu pisane komunikacije",Osobni razvojni cilj,2020-12-31,2,,
646,2,Smanjenje prosjeènog trajanja poziva,Osobni razvojni cilj,2020-12-31,2,,
647,2,Ukupan broj promise-a i postotak ispunjenog promise-a,Individualni,2020-12-31,1,,
648,2,Ukupna naplata,Individualni,2020-12-31,1,,
649,2,"Broj uplata iznad 1.000,00 HRK",Individualni,2020-12-31,1,,
650,2,Podiæi asertivnost u svakom razgovoru i prepoznati kljuèni problem u razgovoru,Osobni razvoj,2020-12-31,2,,
651,2,recovered amount from 01.07.-31.12.2020. for Retail Secured Team,Recovered amount in MKN,2020-12-31,1,,
652,2,"Percentage of successfully concluded and realized / in realization agreements with debtors, guarantors and pledge debtors",Successful agreements,2020-12-31,1,,
653,2,"Arhiviranje obuhvaæa:
1. izradu upute za arhiviranje i održavanje edukacije svim timovima

2. praæenje timova te izrada tjednog izvještaja (feedback od voditelja ukoliko nije napravljen dovoljan broj arhiviranja)
3. quality check unesenih podataka
4. održavanje baze do importa podataka u AroTron",Arhiviranje,2020-12-31,1,,
654,2,"Cilj obuhvaæa osobni obilazak nekretnine/suda za predmete u Priority 1 (Field visit: gdje posljednjih 6 mjeseci nije obavljen isti ili je obavljen od strane drugog CM-a/LM-
- u sluèaju nepovoljne situacije uzrokovane virusom COVID-19, revizija KPI-a nakon 3 mjeseca",Field visit/Court visit_VOL2,2020-12-31,2,,
655,2,"pokretanje pravnih postupaka na svim kolateralima gdje istih nema u predmetima u Priority 1,2,3 (pokretanje postupka podrazumjeva slanje prijedlog za ovrhu na sud/kod j.b)","Pokretanje pravnih postupaka u Priority 1,2,3",2020-12-31,2,,
656,2,"Razvoj upravljaèkih vještina, organizacija i koordinacija rada u timu, postavljanje i praæenje ciljeva, rješavanje konfliktnih situacija",Osobni cilj  - Organizacijske vještine / upravljanje ljudima,2020-12-31,2,,
658,2,ukupni naplaæeni iznos unutar polugodišta,individualni,2020-12-31,1,,
659,2,broj dogovorenih uplata/postotak ostvarenih,individualni,2020-12-31,1,,
660,2,broj izvršenih uplata 1000 HRK i više,individualni,2020-12-31,1,,
661,2,Unapreðenje komunikacijskih vještina:                  prepoznavanje kljuènog problema,osobni razvojni cilj,2020-12-31,2,,
662,2,Unapreðenje komunikacijskih vještina:                       konkretan pokušaj dogovora/upornost,osobni razvojni cilj,2020-12-31,2,,
663,2, Description: recovered amount from 01.07.-31.12.2020,Recovered amount in MKN,2020-12-31,1,,
664,2,"
Description: Percentage of successfully concluded and realized / in realization agreements with debtors, guarantors and pledge debtors
",Successful agreements,2020-12-31,1,,
665,2, Cilj obuhvaca izradu te prezetaciju Case study-a zakljucno sa 31/12/2020,Case study (1-2),2020-12-31,1,,
666,2,"Cilj obuhvaca osobni obilazak nekretnine/suda za predmete u Priority 1 (Field visit: gdje posljednjih 6 mjeseci nije obavljen isti ili je obavljen od strane drugog CM-a/LM, u slucaju nepovoljne situacije uzrokovane virusom COVID-19, revizija KPI-a nakon 3 mjeseca",Field visit/Court visit_VOL1 ,2020-12-31,2,,
667,2,"Oglašavanje prodaje potraživanja na B2 Nekretnine. Cilj obuhvaca objavu prodaje potraživanja na web stranici B2 Nekretnine za predmete iz Priority 1 (ak je nedovoljan broj grupa u Priority 1 uzeti Priority 2 pa 3)
",Oglašavanje prodaje potraživanja na B2 Nekretnine,2020-12-31,2,,
668,2,Prezentacijske vještine (CC2/Strategy) Cilj obuhvaca poboljšanje prezetacijskih vještina (edukacija HR + samorazvoj),Prezentacijske vještine (CC2/Strategy),2020-12-31,2,,
669,2,"
Recovered amount from 01.07.-31.12.2020. for Retail Secured Team",Recovered amount in MKN,2020-12-31,1,,
670,2,"Percentage of successfully concluded and realized / in realization agreements with debtors, guarantors and pledge debtors",Successful agreements,2020-12-31,1,,
671,2,Cilj obuhvaæa izradu te prezetaciju Case study-a zakljuèno sa 31/12/2020,Case study,2020-12-31,1,,
672,2,"Cilj obuhvaæa osobni obilazak nekretnine za predmete u Priority 1 (Field visit: gdje posljednjih 6 mjeseci nije obavljen isti ili je obavljen od strane drugog CM-a
- u sluèaju nepovoljne situacije uzrokovane virusom COVID-19, revizija KPI-a nakon 3 mjeseca",Field visit,2020-12-31,2,,
673,2,Cilj obuhvaæa objavu prodaje potraživanja na web stranici B2 Nekretnine za predmete iz Priority 1 (ako je nedovoljan broj grupa u Priority 1 uzeti Priority 2 pa 3),Oglašavanje prodaje potraživanja na B2 Nekretnine,2020-12-31,2,,
674,2,Cilj obuhvaæa poboljšanje prezetacijskih vještina (edukacija HR + samorazvoj),Prezentacijske vještine (CC2/Strategy),2020-12-31,2,,
675,2,Ukupan broj dogovorenih uplata i postotak izvršenih uplata ,Individualni cilj,2020-12-31,1,,
676,2,Ukupna (individualna) naplata,Individualni cilj,2020-12-31,1,,
677,2,Broj uplata 1000 HRK i više ,Individualni cilj,2020-12-31,1,,
678,2,Komunikacijske vještine-podiæi asertivnost i prezentiranje kljuènog problema u svakom razgovoru,Razvojni cilj,2020-12-31,2,,
679,2,Smanjiti prosjeèno trajanje poziva,Uèinkovitost,2020-12-31,2,,
680,2,Smanjiti overflow/busy/ machine pozive u predictive dialer-u,Individualni,2020-12-31,1,,
681,2,"Clean up customer data(user error, phone, adress, e-mail contact data)",Individualni,2020-12-31,1,,
682,2,	Novi izvori / metode provjere ispravnosti customer data-e ,Individualni,2020-12-31,1,,
683,2,"Razvoj organizacijskih, menadžerskih i voditeljskih vještina (definiran akcijiski plan)",Osobni razvoj,2020-12-31,2,,
684,2,Razvoj nasljednika (Team leader u odjelu naplate),Osobni razvoj,2020-12-31,2,,
685,2,Ukupan broj dogovorenih uplata i postotak ispunjenih dogovorenih uplata,Individualni cilj,2020-12-31,1,,
686,2,Ukupna naplata/Cash collected,Individualni cilj,2020-12-31,1,,
687,2,Ukupan broj uplata iznad 1000 HRK,Individualni cilj,2020-12-31,1,,
688,2,"Predložiti poboljšanja poslovanja te se više ukljuèiti u strateške inicijative, tj. biti proaktivan.",Osobni razvojni cilj,2020-12-31,2,,
689,2,"Instalacija, konfiguracija i deployment novog DFS file servera. Migracija file share-ova na DFS server",Novi DFS file server,2020-12-31,1,,
690,2,"Revizija procedure za backup, testni restore i revizija backup HW",Backup kritiènih sustava,2020-12-31,1,,
691,2,Uspostava domain trusta sa H-Abduco sustavom u cilju unifikacije user managementa,Uspostava domain trusta sa H-Abducom,2020-12-31,1,,
692,2,Online pohaðanje vSphere teèaja i certificiranje znanja,Pohaðanje vSphere certificiranog teèaja,2020-12-31,2,,
693,2,It is nessesary to generate code in Excel-VBA that will automatically pivot all curves by portfolios for each country. It is also necessary to create a template that will be filled in by each country for its portfolios,Automation of debtor by debtor report for curve revision,2020-12-31,1,,
694,2,In the SSRS create a report with Filters that will unite multiole individual tickets,Analysis of existing tickets and creation of administration(or other) reports in SSRS incl filters,2020-12-31,1,,
695,2,Create a databases in which decisions for the CC will be stored. Create a databases from excel to DWH for the Pipeline report,"Creation of databases into DWH (CC decision, Pipeline report",2020-12-31,1,,
696,2,learning about the impact of relationships between colleagues and the tools to manage it,People managment,2020-12-31,2,,
697,2,broj postavljenih dogovora i postotak ispoštovanih uplata,Individualni cilj,2020-12-31,1,,
698,2,ukupna osobna naplata,Individualni cilj,2020-12-31,1,,
699,2,uplate iznad 1000 kuna,Individualni cilj,2020-12-31,1,,
700,2,"Cilj ukljuèuje postavljanje konkretnih prijedloga za poslovno unaprijeðenje, kao i poveæanje proaktivnosti te ukljuèenosti u razvoj poslovanja unutar odjela.",osobni razvoj/ prijedlog unaprijeðenja,2020-12-31,2,,
701,2,Broj promise-a i postotak ostvarenih promise-a,Individualni cilj,2020-12-31,1,,
702,2,Ukupna naplata ,Individualni cilj,2020-12-31,1,,
703,2,Uplate iznad 1000 HRK,Individualni cilj,2020-12-31,1,,
704,2,Osobni razvoj tj. Prijedlozi unaprijeðenja poslovanja sektora ,Prijedlog poslovnog unaprijeðenja u FO/Razvojni cilj,2020-12-31,2,,
705,2,Unos i kontrola kvalitete uplata u AroTron koje su pristigle u razlièitim formatima. Import se radi na dva naèina: bank statement import (izvod od banke) i bank transfer (specifikacije od banaka).,Realizacija kvalitete importa uplata,2020-12-31,1,,
706,2,"Unos i kontrola kvalitete troškova u sustav putem import job-a. Troškovi koje unosimo su definirani u 4 glavne kategorije, a same vrste troškova su definirane u zajednièkom šifarniku.",Realizacija kvalitete importa troškova,2020-12-31,1,,
707,2,Unos i kontrola kvalitete novih ili postojeæih subjekata u sustav sa specifièno zadanom rolom unutar sustava.,Realizacija kvalitete importa subjekata,2020-12-31,1,,
708,2," Podruèja edukacije: triggeri, agregatne funkcije, stored procedure,optimizacija upita,pogledi i indeksi",SQL interna edukacija,2020-12-31,2,,
709,2,"Recovered amount in MKN -recovered amount from 01.07.-31.12.2020. for Corporate Team
",Timski cilj,2020-12-31,1,,
710,2,"Successful agreements -percentage of successfully concluded and realized / in realization agreements with debtors, guarantors and pledge debtors
",Timski cilj ,2020-12-31,1,,
711,2,Broj promise-a + postotak uspješnosti promise-a,individualni cilj,2020-12-31,1,,
712,2,ukupna naplata,Individualni cilj,2020-12-31,1,,
713,2,"uplate iznad 1.000,00 HRK",individualni cilj,2020-12-31,1,,
714,2,"aktivno slušanje, prilagodba komunikacije svakom klijentuposebno i asertivnost u svakom razgovoru",unaprijeðenje komunikacijske vještine / Razvojni cilj,2020-12-31,2,,
715,2,Stjecanje certifikata MCSA Windows Server 2016,Edukacija MCSA,2020-12-31,2,,
716,2,Promjena Bitlocker kljuèeva svih laptopa na nasumiène vrijednosti poznate samo korisniku,Bitlocker kljuèevi,2020-12-31,1,,
717,2,Unificiranje naziva PCva u ADu u svrhu lakšeg praæenja i voðenja opreme,Unificiranje nazivlja PCeva u ADu,2020-12-31,1,,
718,2,"Revidirati podatke u Keepassu, presložiti u svrhu lakšeg snalaženja",Keepass revizija,2020-12-31,1,,
719,2,"Unos i kontrola kvalitete novih ili postojeæih subjekata u sustav sa specifièno zadanom rolom unutar sustava. Procesi veæe težine poput debtor change, ispravci prijavljenih logièkih grešaka unutar sustava, razna ažuriranja nad customer podacima.",Realizacija kvalitete customer podataka,2020-12-31,1,,
720,2,"Kreiranje internih projekata za IT odjel unutar ticketing software-a. Postavljanje custom postavki, automatizacije prema pravilima internih procesa.",JIRA IT Help Desk reorganizacija,2020-12-31,1,,
721,2,Kreiranje novog projekta unutar JIRA ticketing sustava za potrebe voðenja procjena nekretnina.,JIRA Asset projekt,2020-12-31,1,,
722,2,recovered amount from 01.07.-31.12.2020. for Retail Secured Team,Recovered amount in MKN:,2020-12-31,1,,
723,2,"Percentage of successfully concluded and realized / in realization agreements with debtors, guarantors and pledge debtors
",Successful agreements,2020-12-31,1,,
724,2,Cilj obuhvaæa izradu te prezetaciju Case study-a zakljuèno sa 31/12/2020,Case study (1-2) ,2020-12-31,1,,
725,2,"Cilj obuhvaæa osobni obilazak nekretnine/suda za predmete u Priority 1 (Field visit: gdje posljednjih 6 mjeseci nije obavljen isti ili je obavljen od strane drugog CM-a/LM-
- u sluèaju nepovoljne situacije uzrokovane virusom COVID-19, revizija KPI-a nakon 3 mjeseca",Field visit/Court visit_VOL1,2020-12-31,2,,
726,2,Cilj obuhvaæa objavu prodaje potraživanja na web stranici B2 Nekretnine za predmete iz Priority 1 (ak je nedovoljan broj grupa u Priority 1 uzeti Priority 2 pa 3),Oglašavanje prodaje potraživanja na B2 Nekretnine,2020-12-31,2,,
727,2,Cilj obuhvaæa poboljšanje prezetacijskih vještina (edukacija HR + samorazvoj),Prezentacijske vještine (CC2/Strategy),2020-12-31,2,,
728,2,"Priprema materijala i prezentacije, održavanje edukacije Odjelu upravljanja imovinom (2 grupe miješanih timova), priprema ankete za feedback
 ",Edukacija na temu: Steèajni plan ,2020-12-31,1,,
729,2,"Interna edukacija (IT), vlastito usavršavanje i trening radi poboljšanja rada u excelu u cilju samostalnih izraèuna i prezentacija; feedback Head AM + TL",Excel - usavršavanje,2020-12-31,2,,
730,2,"Obilazak nekretnine / suda za predmete u Priority 1 ili 2 (ako su svi u 1 pokriveni), provjera stanja nekretnina na terenu, traženje dodatnih elemenata koji se mogu koristiti u sudskim postupcima; opširan report u Arotronu o nalazu. U sluèaju nepovoljne situacije zbog COVID-19 krize, revizija KPI nakon 31.10.2020",Field visit / Court visit,2020-12-31,2,,
731,2,Broj dogovorenih uplata /postotak uspješnosti uplata,Individualni cilj,2020-12-31,1,,
732,2,Ukupna naplata,Individualni cilj,2020-12-31,1,,
733,2,Uplate iznad 1.000 HRK,Individualni cilj,2020-12-31,1,,
734,2,Poveæati asertivnost u svakom razgovoru i prepoznati kljuène probleme u njima,Unaprjeðenje komunikacijskih osobina,2020-12-31,2,,
735,2,"Samostalno educiranje vezano za JIRA software, moguænosti, definicije, upotreba. Proširianje znanja u podruèju administriranja JIRA software-a. Podruèja edukacije: JIRA Service Desk, JIRA software, System management",JIRA software edukacija,2020-12-31,2,,
736,2,Ukupan broj promisea i postotak ispunjenog promisea.,INDIVIDUALNI,2020-12-31,1,,
737,2,Ukupna naplata.,INDIVIDUALNI,2020-12-31,1,,
738,2,Broj uplata iznat 1000 HRK.,INDIVIDUALNI ,2020-12-31,1,,
739,2,Unapreðenje komunikacijskih vještina. Podiæi asertivnost u svakom razgovoru i prepoznati kljuèni problem.,OSOBNI RAZVOJ ,2020-12-31,2,,
740,2,UKUPAN BROJ PROMISA I POSTOTAK OSTVARENIH UPLATA,NDIVIDUALNI CILJ,2020-12-31,1,,
741,2,UKUPNA NAPLATA,INDIVIDUALNI CILJ,2020-12-31,1,,
742,2,UPLATE IZNAD 1000 KN,INDIVIDUALNI CILJ,2020-12-31,1,,
743,2,Poveæati asertivnost u svakom razgovoru i prepoznati kljuène probleme u svakom razgovoru,UNAPRIJEÐENJE KOMUNIKACIJSKIH VJEŠTINA,2020-12-31,2,,
744,2,ukupan broj promisa i postotak ispunjenog promisa,individualni cilj,2020-12-31,1,,
745,2,ukupna naplata/cash coll.,individualni cilj,2020-12-31,1,,
746,2,ukupan broj uplata iznad 1000 kn,individulani cilj ,2020-12-31,1,,
747,2,"predložiti poboljšanja poslovanja te se više ukljuèiti u strateške inicijativ, tj. biti proaktivan",osobni razvoj,2020-12-31,2,,
748,2,Unos i kontrola kvalitete uplata u AroTron koje su pristigle u razlièitim formatima. Import se radi na dva naèina: bank statement import (izvod od banke) i bank transfer (specifikacija od banke).,Realizacija kvalitete importa uplata,2020-12-31,1,,
749,2,"Unos i kontrola kvalitete troškova u sustav putem import job-a. Troškovi koje unosimo su definirani u 4 glavne kategorije, a same vrste troškova su definirani u zajednièkom šifrarniku.",Realizacija kvalitete importa troškova,2020-12-31,1,,
750,2,Unos i kontrola kvalitete novih i postojeæih subjekata u sustav sa specifièno zadanom rolom unutar sustava,Realizacija kvalitete importa subjekata,2020-12-31,1,,
751,2,"Edukacija programskih jezika/alata - JAVA, Spring, SpringBoot te certifikacija (JAVA)",Edukacija programskih jezika/alata - JAVA,2020-12-31,2,,
752,2,"Usvajanje znanja vezanih uz MS Exchange, te primjena znanja u praksi uz predložena poboljšanja na trenutnoj infrastrukturi",MS Exchange server,2020-12-31,2,,
753,2,Broj promise-a i postotak uspješnosti ,Individualni cilj ,2020-12-31,1,,
754,2,Ukupna naplata,Individualni cilj ,2020-12-31,1,,
755,2,Payments above 1000 HRK,Individualni cilj ,2020-12-31,1,,
756,2,"Aktivno slušanje prema klijentima, asertivni pristup svakom klijentu. Potrebno posebno obratiti pozornost na svakog klijenta individualno).",Unaprijeðenje komunikacijskih vještina,2020-12-31,2,,
757,2,Cilj je analizirati otvorene tikete tipa „problem report“ prema SA timu te iste pokušati smanjiti kroz edukaciju korisnika ili trajnim rješavanjem uzroka problema. ,Smanjenj broja otvorenih tiketa,2020-12-31,1,,
758,2,Implementacija samsung Knox managera u Adroid Enterprise nacinu rada,Implementacija samsung Knox managera u Adroid Enterprise nacinu rada,2020-12-31,1,,
759,2,"Implementacija i konfiguracija Windows update servisa, ažuriranje raèunala unutar B2 Kapital i Habduco mreže uz centralno upravljanje ažuriranjima",Implementacija WSUS rješenja,2020-12-31,1,,
760,2,ostvarenje 15.000.000 HRK prihoda na temelju prodaje/zakupa preuzetih nekretnina u vlasništvu B2K (ukljuèujuæi B2RE i  B2P),Prihod od komercijalizacije B2K nekretnina,2020-12-31,1,,
761,2,"
recovered amount from 01.07.-31.12.2020. for Retail Secured Team
",Recovered amount in MKN,2020-12-31,1,,
762,2," Percentage of successfully concluded and realized / in realization agreements with debtors, guarantors and pledge debtors
",Successful agreements,2020-12-31,1,,
763,2,Cilj obuhvaæa izradu te prezetaciju Case study-a zakljuèno sa 31/12/2020,Case study ,2020-12-31,1,,
764,2,"Cilj obuhvaæa osobni obilazak nekretnine/suda za predmete u Priority 1 (Field visit: gdje posljednjih 6 mjeseci nije obavljen isti ili je obavljen od strane drugog CM-a/LM-
- u sluèaju nepovoljne situacije uzrokovane virusom COVID-19, revizija KPI-a nakon 3 mjeseca",Field visit/Court visit_VOL1,2020-12-31,2,,
765,2,Cilj obuhvaæa objavu prodaje potraživanja na web stranici B2 Nekretnine za predmete iz Priority 1 (ak je nedovoljan broj grupa u Priority 1 uzeti Priority 2 pa 3),Oglašavanje prodaje potraživanja na B2 Nekretnine,2020-12-31,2,,
766,2,Cilj obuhvaæa poboljšanje prezetacijskih vještina ,Prezentacijske vještine (CC2/Strategy),2020-12-31,2,,
767,2,ostvarenje 40.000.000 HRK prihoda na temelju prodaje/zakupa preuzetih nekretnina iz Solaris portfelja ,Prihod od komercijalizacije Solaris nekretnina,2020-12-31,1,,
768,2,prodaja preuzetih nekretnina iznad BV,Uspješna prodaja REOsa,2020-12-31,1,,
769,2,voðenje pregovora i zakljuèenje ugovora o za FM usluge do 30.09.2020 ,Zakljuèenje FM ugovora za preuzete nekretnine,2020-12-31,1,,
770,2,"Recovered amount in MKN:
Description: recovered amount from 01.07.-31.12.2020. for Retail Secured Team",Recovered amount in MKN,2020-12-31,1,,
771,2,"Successful agreements  :
Description: Percentage of successfully concluded and realized / in realization agreements with debtors, guarantors and pledge debtors",Successful agreements,2020-12-31,1,,
772,2,"Cilj obuhvaæa izradu izvještaja i definiranje seta podataka za uèitavanje na web. Oèekivanja od cilja su:
1. Edukacija Asset Mng odjela i izrada upute za rad
2. Report modul kolaterala (basic polja potrebna za reporting)
3. Report sa setom podataka koji æe se uèitavati na web (svi kolaterali)
4. izrada reporta o posjeæenosti web stranice (broj posjetitelja u vremenskom periodu, broj upita, dražbi, prodaja potraživanja, top 30 pogledanih nekretnina unutar kategorije dražbe/potraživanja",B2 Nekretnine,2020-12-31,1,,
773,2,Cilj obuhvaæa objavu prodaje potraživanja na web stranici B2 Nekretnine za predmete iz Priority 1 (ak je nedovoljan broj grupa u Priority 1 uzeti Priority 2 pa 3),Oglašavanje prodaje potraživanja na B2 Nekretnine,2020-12-31,2,,
774,2,Cilj obuhvaæa poboljšanje prezetacijskih vještina (edukacija HR + samorazvoj),Prezentacijske vještine (CC2/Strategy),2020-12-31,2,,
775,2,Recovered amount from 01.07.-31.12.2020,Recovered amount in MKN,2020-12-31,1,,
776,2,"Percentage of successfully concluded and realized / in realization agreements with debtors, guarantors and pledge debtors",Successful agreements,2020-12-31,1,,
777,2,"Preparation of materials and presentations, holding the presentation to Asset Management Department (2 groups of mixed teams), preparation of a survey for feedback",Case study,2020-12-31,1,,
778,2,Ukupno naplaæen iznos unutar polugodišta,Individualni ,2020-12-31,1,,
779,2,Broj dogovorenih uplata / postotak ostvarenih,Individualni,2020-12-31,1,,
780,2,Broj izvršenih uplata od 1000 kn i više,Individualni,2020-12-31,1,,
781,2,"Veæa uèinkovitost, smanjenje korištenja statusa extra wrap up",Osobni razvojni cilj,2020-12-31,2,,
782,2,Inzistiranje na konkretnom pokušaju dogovora / upornost,Osobni razvojni cilj,2020-12-31,2,,
783,2,Ukupna naplata Corporate Teama u razdoblju od 1.7.2020. do 31.12.2020.,Ukupna naplata Corporate Teama,2020-12-31,1,,
784,2,"Postotak uspješno realiziranih sporazuma u odnosu na zakljuèene sporazume s dužnicima, jamcima i založnim dužnicima",Realizacija sporazuma,2020-12-31,1,,
785,2,"Team portfolio planning and budgeting, collection planning and planning of team / department goals",Strategy and planning,2020-12-31,2,,
786,2,"Development of management skills, organization and coordination of team work, setting and monitoring goals, resolving conflict situations",Organization skills,2020-12-31,2,,
787,2,"Smanjiti broj ticketa vezanih za DE (revidiranje DE, promjene u DE i radionice s userima)",Smanjenje broj incidenata vezano za Decision Engine (DE),2020-12-31,1,,
788,2,smanjenje broja incidenata za DMS (edukacija usera ili dorada workflow-a),Smanjenje broja incidenata vezano za DMS,2020-12-31,1,,
789,2,"Prijenos znanja kolegi Marvelu vezano za sustav Pantheon (5 podruèja supporta)
Ciljana podruèja: 
1.support vezan za uvoz teèajeva
2.support vezan za nadogradnju Pantheona
3.support vezan za prijenos customera iz Arotrona
4.support vezano za prijenos GL evenata
5. support vezano za prijenos raèuna iz mdocsa",Prijenos znanja kolegi Marvelu vezano za support u Pantheonu,2020-12-31,1,,
790,2,Udemy teèaj - javascript u svrhu dorade skripti u DMS-u koje definiraju workflowe i ponašanje sustava u svrhu bržeg supporta korisnicima i manjeg utroška sati podrške od strane vendora,Udemy teèaj - javascript,2020-12-31,2,,
791,2,Broj dogovorenih uplata/ postotak ostvarenih uplata,Individualni cilj,2020-12-31,1,,
792,2, Broj ostvarenih uplata u iznosu od 1 000 HRK i više,Individualni cilj,2020-12-31,1,,
793,2, Individualna ukupna naplata,Individualni cilj,2020-12-31,1,,
794,2,Unapreðenje komunikacijskih vještina/ prezentacija predloženog rješenja kroz osobine i koristi,Osobni razvojni cilj,2020-12-31,2,,
795,2,Unapreðenje komunikacijskih vještina/ upornost u pokušaju dogovora uplate,Osobni razvojni cilj,2020-12-31,2,,
796,2,"Pokretanje pravnih postupaka na svim kolateralima gdje istih nema u predmetima u Priority 1,2,3 (pokretanje postupka podrazumjeva slanje prijedlog za ovrhu na sud/kod j.b)","Pokretanje pravnih postupaka u Priority 1,2,3",2020-12-31,1,,
797,2,Ukupna osobna naplata/cash collected,Individualni,2020-12-31,1,,
798,2,Postotak realiziranih predmeta,Individualni,2020-12-31,1,,
799,2,Ukupan broj realiziranih predmeta( Account NO),Indivuadlni,2020-12-31,1,,
800,2,"Predložiti poboljšanje poslovanja te se više ukljuèiti u strateške ciljeve/incijative ( cash collected, poboljšati i unaprijediti odnos s partnerima, razvoj tima)",Osobni razvojni cilj,2020-12-31,2,,
801,2,Promise assessment i povezivanje uplata,Individualni,2020-12-31,1,,
802,2,Praæenje kvalitete odraðenog posla Savjetnika u naplati (promjena trenutnog naèina evaluacije rada) ,individualni,2020-12-31,1,,
